ID,PID,Hours,Amount,Phase Bill Count,DeliveryMethod,Status,Division,Unit,Sponsor,Phase,ActualDuration,ProjectDuration,PlanningDuration,DesignDuration,ProcurementDuration,ConstructionDuration,CloseOutDuration,Monthly FTE
LNCEM09HP-Design,LNCEM09HP,2630.4666666666667,377563.2899999998,502,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,63.94,3622.0,488.0,2555.0,126.0,453.0,180.0,0.29
PV467IRT1-Initiation,PV467IRT1,673.5,89529.22000000003,74,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,11.35,3686.0,352.0,1081.0,706.0,430.0,1117.0,0.42
PV467IRT1-Design,PV467IRT1,4121.299999999999,574644.1700000002,390,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,34.87,3686.0,352.0,1081.0,706.0,430.0,1117.0,0.84
PV467IRT1-Procurement,PV467IRT1,892.25,132984.77000000005,93,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,15.42,3686.0,352.0,1081.0,706.0,430.0,1117.0,0.41
PV467IRT1-Construction,PV467IRT1,4644.333333333334,673770.4299999994,320,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,21.23,3686.0,352.0,1081.0,706.0,430.0,1117.0,1.56
PV467IRT1-Closeout,PV467IRT1,697.75,109604.53,58,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,3686.0,352.0,1081.0,706.0,430.0,1117.0,0.9
LNCXA08CH-Initiation,LNCXA08CH,75.0,8744.78,16,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,8.39,3751.0,260.0,2303.0,823.0,365.0,180.0,0.06
LNCXA08CH-Design,LNCXA08CH,1935.0,274528.08,357,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,74.29,3751.0,260.0,2303.0,823.0,365.0,180.0,0.19
LNCXA08CH-Procurement,LNCXA08CH,126.5,14364.91,27,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,22.08,3751.0,260.0,2303.0,823.0,365.0,180.0,0.04
LQQ122-FA-Initiation,LQQ122-FA,10610.983333333334,1596710.1899999941,1495,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Initiation,113.61,2400.0,965.0,616.0,68.0,751.0,180.0,0.67
HWQF027C-Initiation,HWQF027C,155.25,17472.77,22,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,TRANSPORTATION,Transportation,Initiation,12.23,3376.0,379.0,837.0,111.0,1684.0,365.0,0.09
HWQF027C-Design,HWQF027C,6468.5,885062.2999999999,535,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,TRANSPORTATION,Transportation,Design,27.0,3376.0,379.0,837.0,111.0,1684.0,365.0,1.71
HWQF027C-Procurement,HWQF027C,850.75,122525.12000000002,72,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,TRANSPORTATION,Transportation,Procurement,3.58,3376.0,379.0,837.0,111.0,1684.0,365.0,1.7
HWQF027C-Construction,HWQF027C,13902.883333333333,2056746.6999999923,1034,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,TRANSPORTATION,Transportation,Construction,54.32,3376.0,379.0,837.0,111.0,1684.0,365.0,1.83
HWQF027C-Closeout,HWQF027C,2023.1833333333334,300655.2700000001,114,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,TRANSPORTATION,Transportation,Closeout,11.77,3376.0,379.0,837.0,111.0,1684.0,365.0,1.23
PV489-JAZ-Design,PV489-JAZ,4.0,444.24,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,2.74,1214.0,27.0,85.0,7.0,1095.0,180.0,0.01
PV489-JAZ-Construction,PV489-JAZ,78.0,10575.409999999998,32,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,35.32,1214.0,27.0,85.0,7.0,1095.0,180.0,0.02
PV489-JAZ-Closeout,PV489-JAZ,10.0,1443.04,4,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,3.68,1214.0,27.0,85.0,7.0,1095.0,180.0,0.02
LNEMA08WS-Initiation,LNEMA08WS,57.25,7281.01,12,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,6.77,3961.0,210.0,1237.0,483.0,969.0,1062.0,0.06
LNEMA08WS-Design,LNEMA08WS,4511.5,628294.3200000008,577,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,39.9,3961.0,210.0,1237.0,483.0,969.0,1062.0,0.81
LNEMA08WS-Procurement,LNEMA08WS,1371.25,202528.48000000024,151,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,15.58,3961.0,210.0,1237.0,483.0,969.0,1062.0,0.63
LNEMA08WS-Construction,LNEMA08WS,7108.233333333333,1063178.4099999995,418,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,32.65,3961.0,210.0,1237.0,483.0,969.0,1062.0,1.56
LNEMA08WS-Closeout,LNEMA08WS,885.5,130273.01000000001,51,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Closeout,5.52,3961.0,210.0,1237.0,483.0,969.0,1062.0,1.15
PV467-RLP-Procurement,PV467-RLP,10.25,1138.37,3,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,3.45,2457.0,0.0,14.0,107.0,1094.0,1242.0,0.02
PV467-RLP-Construction,PV467-RLP,367.25,50199.02999999996,67,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,30.06,2457.0,0.0,14.0,107.0,1094.0,1242.0,0.09
PV467-RLP-Closeout,PV467-RLP,171.0,24907.650000000005,43,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,45.29,2457.0,0.0,14.0,107.0,1094.0,1242.0,0.03
LNCA0996S-Initiation,LNCA0996S,753.75,101587.73,208,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,37.84,4114.0,1322.0,1347.0,621.0,458.0,366.0,0.14
LNCA0996S-Design,LNCA0996S,1227.75,178809.88000000006,281,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,45.58,4114.0,1322.0,1347.0,621.0,458.0,366.0,0.19
LNCA0996S-Procurement,LNCA0996S,493.75,77034.14,79,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,13.06,4114.0,1322.0,1347.0,621.0,458.0,366.0,0.27
LNCA0996S-Construction,LNCA0996S,1992.0,316059.5000000002,161,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,16.1,4114.0,1322.0,1347.0,621.0,458.0,366.0,0.88
LNCA09KIP-Initiation,LNCA09KIP,281.25,36178.39999999999,65,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,11.48,2474.0,356.0,616.0,1380.0,122.0,180.0,0.17
LNCA09KIP-Design,LNCA09KIP,785.25,106325.47999999998,158,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,19.87,2474.0,356.0,616.0,1380.0,122.0,180.0,0.28
LNCA09KIP-Procurement,LNCA09KIP,663.5,96325.48999999993,182,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,44.62,2474.0,356.0,616.0,1380.0,122.0,180.0,0.11
PV467-BCW-Initiation,PV467-BCW,176.75,23465.370000000003,20,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,33.12,659.0,,,,423.0,180.0,0.04
PV467-BCW-Construction,PV467-BCW,282.41666666666663,37857.46999999998,40,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,13.13,659.0,,,,423.0,180.0,0.15
PV467-BCW-Closeout,PV467-BCW,148.5,19918.309999999994,18,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,659.0,,,,423.0,180.0,0.19
LNCA09TRE-Initiation,LNCA09TRE,202.75,26733.58999999999,61,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,16.0,2563.0,496.0,180.0,682.0,924.0,281.0,0.09
LNCA09TRE-Design,LNCA09TRE,259.25,34773.229999999996,34,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,5.81,2563.0,496.0,180.0,682.0,924.0,281.0,0.32
LNCA09TRE-Procurement,LNCA09TRE,531.25,74797.22000000006,135,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,22.0,2563.0,496.0,180.0,682.0,924.0,281.0,0.17
LNCA09TRE-Construction,LNCA09TRE,3296.25,482990.2499999996,144,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,29.81,2563.0,496.0,180.0,682.0,924.0,281.0,0.79
LNCA09TRE-Closeout,LNCA09TRE,734.25,106818.69,25,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Closeout,5.52,2563.0,496.0,180.0,682.0,924.0,281.0,0.95
LNCA09GRC-Initiation,LNCA09GRC,230.25,29695.419999999987,61,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,16.0,1007.0,496.0,180.0,282.0,49.0,180.0,0.1
LNCA09GRC-Design,LNCA09GRC,152.5,20454.859999999997,37,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,5.81,1007.0,496.0,180.0,282.0,49.0,180.0,0.19
LNCA09GRC-Procurement,LNCA09GRC,372.75,51641.949999999975,69,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,9.1,1007.0,496.0,180.0,282.0,49.0,180.0,0.29
LNCA09GRC-Construction,LNCA09GRC,52.75,7594.949999999999,13,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,1.58,1007.0,496.0,180.0,282.0,49.0,180.0,0.24
LNCA09GRC-Closeout,LNCA09GRC,53.5,7706.18,18,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Closeout,5.52,1007.0,496.0,180.0,282.0,49.0,180.0,0.07
PV540-WEP-Design,PV540-WEP,30.5,3744.9200000000005,9,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,7.1,1040.0,7.0,220.0,20.0,793.0,180.0,0.03
PV540-WEP-Procurement,PV540-WEP,5.5,737.72,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,0.65,1040.0,7.0,220.0,20.0,793.0,180.0,0.06
PV289-REC-Design,PV289-REC,2.5,277.65,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,2.74,1196.0,10.0,85.0,28.0,1073.0,180.0,0.01
PV289-REC-Procurement,PV289-REC,14.5,1610.37,2,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,0.9,1196.0,10.0,85.0,28.0,1073.0,180.0,0.12
PV289-REC-Construction,PV289-REC,213.0,28843.71999999999,59,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,34.61,1196.0,10.0,85.0,28.0,1073.0,180.0,0.04
PV289-REC-Closeout,PV289-REC,17.5,2526.94,8,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,5.52,1196.0,10.0,85.0,28.0,1073.0,180.0,0.02
PVCIHVAC-Initiation,PVCIHVAC,97.5,13077.710000000001,26,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,12.29,3133.0,381.0,637.0,208.0,435.0,1472.0,0.06
PVCIHVAC-Design,PVCIHVAC,1718.0,239194.50000000003,140,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,20.55,3133.0,381.0,637.0,208.0,435.0,1472.0,0.6
PVCIHVAC-Procurement,PVCIHVAC,659.0,95169.84000000003,68,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,6.71,3133.0,381.0,637.0,208.0,435.0,1472.0,0.7
PVCIHVAC-Construction,PVCIHVAC,1689.5,247738.25000000003,135,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,14.03,3133.0,381.0,637.0,208.0,435.0,1472.0,0.86
PVCIHVAC-Closeout,PVCIHVAC,376.0,56332.12000000001,32,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,3133.0,381.0,637.0,208.0,435.0,1472.0,0.49
PWC77JCC2-Construction,PWC77JCC2,48.0,6161.410000000001,17,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,DCAS,Construction,23.55,1157.0,1.0,35.0,223.0,715.0,183.0,0.01
PWC77JCC2-Closeout,PWC77JCC2,10.0,1341.3,4,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,DCAS,Closeout,5.9,1157.0,1.0,35.0,223.0,715.0,183.0,0.01
F175-SINK-Design,F175-SINK,47.0,5219.82,6,1.AllInHouse,Completed,PUBLIC BUILDINGS,FIRE,Fire,Design,1.13,653.0,5.0,35.0,473.0,140.0,180.0,0.3
F175-SINK-Procurement,F175-SINK,361.25,48293.03999999996,60,1.AllInHouse,Completed,PUBLIC BUILDINGS,FIRE,Fire,Procurement,15.26,653.0,5.0,35.0,473.0,140.0,180.0,0.17
F175-SINK-Construction,F175-SINK,728.3333333333334,97691.40999999999,73,1.AllInHouse,Completed,PUBLIC BUILDINGS,FIRE,Fire,Construction,4.52,653.0,5.0,35.0,473.0,140.0,180.0,1.15
F175-SINK-Closeout,F175-SINK,251.5,34176.98000000001,40,1.AllInHouse,Completed,PUBLIC BUILDINGS,FIRE,Fire,Closeout,5.52,653.0,5.0,35.0,473.0,140.0,180.0,0.33
EUCLIDAVE-Initiation,EUCLIDAVE,10.0,1110.6,3,1.AllInHouse,Completed,PUBLIC BUILDINGS,TRANSPORTATION,HPD,Initiation,1.35,453.0,42.0,91.0,273.0,47.0,180.0,0.05
EUCLIDAVE-Design,EUCLIDAVE,132.25,17531.069999999996,14,1.AllInHouse,Completed,PUBLIC BUILDINGS,TRANSPORTATION,HPD,Design,2.94,453.0,42.0,91.0,273.0,47.0,180.0,0.32
EUCLIDAVE-Procurement,EUCLIDAVE,271.0,36349.259999999995,26,1.AllInHouse,Completed,PUBLIC BUILDINGS,TRANSPORTATION,HPD,Procurement,8.35,453.0,42.0,91.0,273.0,47.0,180.0,0.23
EUCLIDAVE-Construction,EUCLIDAVE,240.5,32258.279999999995,25,1.AllInHouse,Completed,PUBLIC BUILDINGS,TRANSPORTATION,HPD,Construction,1.97,453.0,42.0,91.0,273.0,47.0,180.0,0.87
EUCLIDAVE-Closeout,EUCLIDAVE,161.25,21628.48,32,1.AllInHouse,Completed,PUBLIC BUILDINGS,TRANSPORTATION,HPD,Closeout,4.6,453.0,42.0,91.0,273.0,47.0,180.0,0.25
PVARCROOF-Initiation,PVARCROOF,116.25,15610.33,18,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,69.0,1393.0,,,,1117.0,180.0,0.01
PVARCROOF-Construction,PVARCROOF,2857.8333333333335,393929.16000000003,290,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,36.03,1393.0,,,,1117.0,180.0,0.57
PVARCROOF-Closeout,PVARCROOF,87.0,12573.240000000002,8,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,4.6,1393.0,,,,1117.0,180.0,0.14
PV262-RT-Initiation,PV262-RT,536.75,71902.02999999997,51,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,8.13,3675.0,252.0,877.0,291.0,1039.0,1216.0,0.47
PV262-RT-Design,PV262-RT,2531.2166666666667,344629.3600000001,271,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,28.29,3675.0,252.0,877.0,291.0,1039.0,1216.0,0.64
PV262-RT-Procurement,PV262-RT,403.5,58274.55000000002,63,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,9.39,3675.0,252.0,877.0,291.0,1039.0,1216.0,0.31
PV262-RT-Construction,PV262-RT,5302.333333333333,776191.0899999989,432,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,33.52,3675.0,252.0,877.0,291.0,1039.0,1216.0,1.13
PV262-RT-Closeout,PV262-RT,544.0,79141.11999999998,48,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,3675.0,252.0,877.0,291.0,1039.0,1216.0,0.7
LNCA09DOH-Initiation,LNCA09DOH,106.75,14272.3,12,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,1.58,1334.0,49.0,21.0,976.0,288.0,180.0,0.48
LNCA09DOH-Design,LNCA09DOH,91.75,12306.43,5,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,0.68,1334.0,49.0,21.0,976.0,288.0,180.0,0.96
LNCA09DOH-Procurement,LNCA09DOH,1014.0,137864.8099999999,190,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,31.48,1334.0,49.0,21.0,976.0,288.0,180.0,0.23
LNCA09DOH-Construction,LNCA09DOH,461.25,66526.61999999997,69,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,9.29,1334.0,49.0,21.0,976.0,288.0,180.0,0.35
LNCA09DOH-Closeout,LNCA09DOH,255.25,36572.13999999999,37,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Closeout,5.98,1334.0,49.0,21.0,976.0,288.0,180.0,0.3
TF18-2012-Initiation,TF18-2012,368.25,49393.46000000001,50,4.AllConsult,Active,PUBLIC BUILDINGS,TRANSPORTATION,Transportation,Initiation,11.77,3144.0,365.0,1840.0,166.0,773.0,180.0,0.22
TF18-2012-Design,TF18-2012,13113.733333333334,1912964.809999996,906,4.AllConsult,Active,PUBLIC BUILDINGS,TRANSPORTATION,Transportation,Design,99.35,3144.0,365.0,1840.0,166.0,773.0,180.0,0.94
PV467PTP2-Construction,PV467PTP2,20.5,2749.66,6,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,6.87,336.0,10.0,80.0,33.0,213.0,180.0,0.02
PV467LAMA-Initiation,PV467LAMA,256.0,34337.289999999986,53,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,13.97,1037.0,433.0,91.0,0.0,513.0,180.0,0.13
PV467LAMA-Design,PV467LAMA,163.25,21896.709999999995,22,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,2.94,1037.0,433.0,91.0,0.0,513.0,180.0,0.4
PV467LAMA-Procurement,PV467LAMA,227.75,30548.12,33,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,4.1,1037.0,433.0,91.0,0.0,513.0,180.0,0.4
PV467LAMA-Construction,PV467LAMA,1003.6666666666667,141255.17,135,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,12.45,1037.0,433.0,91.0,0.0,513.0,180.0,0.58
PV467LAMA-Closeout,PV467LAMA,198.0,28534.5,32,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,1037.0,433.0,91.0,0.0,513.0,180.0,0.26
PV022KRVS-Construction,PV022KRVS,32.0,4292.160000000001,17,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,11.61,482.0,10.0,80.0,32.0,360.0,180.0,0.02
PV022KRVS-Closeout,PV022KRVS,26.0,3487.380000000001,13,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,5.52,482.0,10.0,80.0,32.0,360.0,180.0,0.03
PV022IFS3-Construction,PV022IFS3,41.0,5499.330000000002,21,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,13.1,528.0,10.0,80.0,32.0,406.0,180.0,0.02
PV022IFS3-Closeout,PV022IFS3,23.0,3084.9900000000007,13,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,5.52,528.0,10.0,80.0,32.0,406.0,180.0,0.03
PV467GUG3-Procurement,PV467GUG3,10.5,1408.37,4,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,7.1,1319.0,3.0,1.0,220.0,1095.0,180.0,0.01
PV467GUG3-Construction,PV467GUG3,185.75,25761.789999999994,52,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,29.32,1319.0,3.0,1.0,220.0,1095.0,180.0,0.05
PV467GUG3-Closeout,PV467GUG3,39.0,5628.179999999999,11,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,5.06,1319.0,3.0,1.0,220.0,1095.0,180.0,0.06
PV034CPWR-Design,PV034CPWR,2.0,268.26,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,7.45,1338.0,9.0,231.0,29.0,1069.0,180.0,0.0
PV034CPWR-Procurement,PV034CPWR,3.5,469.46,2,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,0.94,1338.0,9.0,231.0,29.0,1069.0,180.0,0.03
PV034CPWR-Construction,PV034CPWR,269.0,37421.889999999985,64,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,34.48,1338.0,9.0,231.0,29.0,1069.0,180.0,0.06
PV034CPWR-Closeout,PV034CPWR,13.5,1951.02,2,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,0.46,1338.0,9.0,231.0,29.0,1069.0,180.0,0.21
PV467ANYC-Initiation,PV467ANYC,537.75,72128.45000000001,45,4.AllConsult,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,8.19,3555.0,254.0,1168.0,512.0,789.0,832.0,0.47
PV467ANYC-Design,PV467ANYC,4971.116666666666,677404.9799999989,346,4.AllConsult,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,37.68,3555.0,254.0,1168.0,512.0,789.0,832.0,0.94
PV467ANYC-Construction,PV467ANYC,371.25,59585.68999999999,26,4.AllConsult,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,25.47,3555.0,254.0,1168.0,512.0,789.0,832.0,0.1
PV467ANYC-Closeout,PV467ANYC,1084.25,166318.37000000005,78,4.AllConsult,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,3555.0,254.0,1168.0,512.0,789.0,832.0,1.4
LQD122HV3-Initiation,LQD122HV3,5121.75,748318.0899999976,740,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Initiation,109.01,993.0,234.0,300.0,91.0,368.0,180.0,0.34
LQD122LIC-Initiation,LQD122LIC,317.5,42700.37999999999,81,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Initiation,24.71,2782.0,766.0,459.0,723.0,470.0,364.0,0.09
LQD122LIC-Design,LQD122LIC,143.75,20728.039999999997,45,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Design,14.81,2782.0,766.0,459.0,723.0,470.0,364.0,0.07
LQD122LIC-Procurement,LQD122LIC,298.0,43396.22999999999,87,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Procurement,23.32,2782.0,766.0,459.0,723.0,470.0,364.0,0.09
LQD122LIC-Construction,LQD122LIC,508.5,73724.19000000005,125,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Construction,15.16,2782.0,766.0,459.0,723.0,470.0,364.0,0.24
LQD122LIC-Closeout,LQD122LIC,96.75,14694.77,29,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Closeout,11.74,2782.0,766.0,459.0,723.0,470.0,364.0,0.06
PV466CRLB-Initiation,PV466CRLB,284.48333333333335,38157.869999999995,32,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,13.81,3785.0,428.0,1367.0,1076.0,365.0,549.0,0.15
PV466CRLB-Design,PV466CRLB,1619.7166666666667,231857.28000000014,208,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,44.1,3785.0,428.0,1367.0,1076.0,365.0,549.0,0.26
PV466CRLB-Procurement,PV466CRLB,982.2666666666667,146681.81000000008,139,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,34.71,3785.0,428.0,1367.0,1076.0,365.0,549.0,0.2
PV466CRLB-Construction,PV466CRLB,782.5,126139.77000000002,55,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,9.9,3785.0,428.0,1367.0,1076.0,365.0,549.0,0.56
PV466CRLB-Closeout,PV466CRLB,153.0,25896.34999999999,35,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.75,3785.0,428.0,1367.0,1076.0,365.0,549.0,0.19
PV467THEA-Initiation,PV467THEA,386.0,51774.34000000001,64,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,10.58,1597.0,328.0,653.0,332.0,284.0,180.0,0.26
PV467THEA-Design,PV467THEA,2451.8666666666663,339259.5500000001,264,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,21.06,1597.0,328.0,653.0,332.0,284.0,180.0,0.83
